0,0
25,0
33,0
34,0
278,0
285,0
419,0
428,0
432,0
435,0
440,0
479,0
0,1
25,1
32,1
34,1
278,1
285,1
419,1
428,1
432,1
435,1
440,1
479,1
0,2
25,2
31,2
34,2
278,2
285,2
419,2
428,2
433,2
433,2
441,2
479,2
0,3
26,3
31,3
34,3
278,3
285,3
419,3
428,3
442,3
479,3
0,4
26,4
32,4
34,4
278,4
285,4
419,4
428,4
442,4
479,4
0,5
27,5
32,5
34,5
278,5
285,5
419,5
428,5
443,5
479,5
0,6
29,6
32,6
34,6
278,6
285,6
419,6
428,6
445,6
479,6
0,7
29,7
32,7
34,7
278,7
285,7
419,7
427,7
446,7
479,7
0,8
29,8
32,8
33,8
278,8
285,8
418,8
425,8
447,8
479,8
0,9
29,9
32,9
33,9
279,9
285,9
418,9
425,9
448,9
479,9
0,10
29,10
32,10
33,10
279,10
285,10
418,10
425,10
448,10
479,10
0,11
29,11
32,11
33,11
280,11
284,11
418,11
425,11
449,11
479,11
0,12
29,12
32,12
33,12
280,12
283,12
418,12
425,12
449,12
479,12
0,13
29,13
32,13
33,13
418,13
425,13
449,13
479,13
0,14
33,14
418,14
425,14
449,14
479,14
0,15
33,15
417,15
425,15
449,15
479,15
0,16
33,16
416,16
424,16
449,16
479,16
0,17
33,17
416,17
425,17
449,17
479,17
0,18
34,18
416,18
425,18
449,18
479,18
0,19
33,19
416,19
425,19
449,19
479,19
0,20
33,20
416,20
424,20
449,20
479,20
0,21
33,21
416,21
424,21
450,21
479,21
0,22
32,22
418,22
424,22
450,22
479,22
0,23
32,23
420,23
423,23
450,23
479,23
0,24
30,24
421,24
423,24
451,24
479,24
0,25
29,25
451,25
479,25
0,26
28,26
452,26
479,26
0,27
28,27
453,27
479,27
0,28
27,28
453,28
479,28
0,29
27,29
453,29
479,29
0,30
27,30
453,30
479,30
0,31
25,31
453,31
479,31
0,32
25,32
454,32
479,32
0,33
25,33
454,33
479,33
0,34
24,34
454,34
479,34
0,35
24,35
454,35
479,35
0,36
24,36
454,36
479,36
0,37
24,37
454,37
479,37
0,38
23,38
454,38
479,38
0,39
24,39
454,39
479,39
0,40
24,40
454,40
479,40
0,41
24,41
454,41
479,41
0,42
24,42
454,42
479,42
0,43
25,43
454,43
479,43
0,44
25,44
454,44
479,44
0,45
25,45
454,45
479,45
0,46
24,46
454,46
479,46
0,47
24,47
454,47
479,47
0,48
24,48
454,48
479,48
0,49
24,49
454,49
479,49
0,50
24,50
454,50
479,50
0,51
24,51
453,51
479,51
0,52
24,52
453,52
458,52
464,52
479,52
0,53
24,53
453,53
457,53
464,53
479,53
0,54
24,54
453,54
457,54
466,54
479,54
0,55
24,55
453,55
456,55
467,55
479,55
0,56
24,56
467,56
479,56
0,57
24,57
467,57
477,57
0,58
24,58
471,58
473,58
0,59
24,59
0,60
24,60
0,61
24,61
0,62
24,62
0,63
24,63
0,64
24,64
0,65
24,65
0,66
25,66
0,67
26,67
0,68
26,68
0,69
27,69
0,70
27,70
0,71
28,71
0,72
28,72
0,73
28,73
0,74
28,74
0,75
28,75
0,76
29,76
0,77
30,77
0,78
29,78
0,79
29,79
0,80
29,80
0,81
29,81
0,82
28,82
0,83
28,83
0,84
27,84
0,85
27,85
0,86
26,86
0,87
26,87
0,88
26,88
5,89
25,89
6,90
25,90
7,91
25,91
11,92
25,92
14,93
24,93
16,94
23,94
18,95
22,95
478,102
479,102
477,103
479,103
476,104
479,104
475,105
479,105
475,106
479,106
474,107
479,107
474,108
479,108
473,109
479,109
472,110
479,110
471,111
479,111
471,112
479,112
471,113
479,113
471,114
479,114
471,115
479,115
470,116
479,116
469,117
479,117
469,118
479,118
468,119
479,119
467,120
479,120
467,121
479,121
466,122
479,122
466,123
479,123
465,124
479,124
463,125
479,125
462,126
479,126
462,127
479,127
461,128
479,128
461,129
479,129
460,130
479,130
442,131
443,131
445,131
445,131
457,131
479,131
440,132
452,132
457,132
479,132
439,133
479,133
439,134
479,134
438,135
479,135
437,136
479,136
437,137
479,137
436,138
479,138
435,139
479,139
434,140
479,140
434,141
479,141
433,142
479,142
433,143
479,143
434,144
479,144
0,145
0,145
434,145
479,145
0,146
1,146
434,146
479,146
0,147
3,147
434,147
479,147
0,148
3,148
434,148
479,148
0,149
4,149
434,149
479,149
0,150
5,150
431,150
479,150
0,151
5,151
430,151
479,151
0,152
6,152
429,152
479,152
0,153
8,153
428,153
479,153
0,154
9,154
428,154
479,154
0,155
11,155
427,155
479,155
0,156
11,156
427,156
479,156
0,157
13,157
426,157
479,157
